,link_name,num_shares,status_message,status_type
524,Timeline Photos,19,"MyTEK Recrute
www.mytek.tn",photo
525,Timeline Photos,19,"::::::::::::: ACER ICONIA TAB A200 :::::::::::::

Préparez-vous à un nouveau monde de divertissement, d'information et de connectivité aux bouts de vos doigts ! Choisissez une tablette Internet performante et pas chère en faisant l'achat de la tablette Acer Iconia Tab A200 Disponible Chez MyTEK au prix réduit de 739 DT.

www.mytek.tn",photo
526,Timeline Photos,19,"::::: Fin et léger, cet netbook ASUS sera un achat idéal pour tous ceux qui bougent beaucoup, cela grâce à son autonomie maximale de 5 heures et sa technologie ""Instant-on"" !",photo
527,Timeline Photos,19,"Disponible chez MyTEK à un prix très avantageux, le PC HP Compaq CQ 57-465SK est un modèle survitaminé au niveau des performances et de la mobilité.",photo
528,Timeline Photos,19,"Exécutez vos tâches informatiques quotidiennes pratiquement n’importe où grâce au solide DELL Inspiron N5050... Un Style simplifié, puissant & économique.",photo
529,MyTEK,19,"*** Faites l'achat d'un netbook compact, efficace et pas cher en choisissant le netbook Acer Aspire One D270 ! cet netbook Acer répondra efficacement à tous vos besoins essentiels tout en offrant une bonne autonomie.
",photo
530,MyTEK,19,":::::::::: Nouvel iPad : Enfin disponible chez MyTEK !

Voici venir l'iPad 3, ou plutôt le « nouvel iPad », comme le nomme Apple. La troisième génération de tablette de la firme reçoit un écran haute définition, un processeur graphique plus performant.

En résumé, voici les nouveautés à retenir :

Nouvel écran Retina 3,1 millions de pixels
/ résolution 2047 x 1536
Compatible avec le réseau 3G + 4G
Processeur Dual Core A5X + Puce graphique Quad Core
Caméra iSight 5MP avec enregistrement HD 1080p
9h d'autonomie en 3G/4G - 10h d'autonomie sans 3G/4G
Disponible en noir et blanc",photo
531,Timeline Photos,19,"وررررررررررريييييييييه!!!!! محلاها الفرحة بنجاح اولادنا وبناتنا !!!
 انشاء الله ديما ملمومين وفارحين !!!
******
16ème idée Cadeau : Offrez-vous Le Dell Inspiron N7110 , un ordinateur portable qui allie un design agréable à des composants de technologie récente. Avec son grand écran large de 17.3 pouces, il vous permettra de travailler et de vous détendre confortablement, à domicile ou en déplacement.
****** Disponible chez MyTEK au prix de 1319 DT",photo
532,Timeline Photos,19,"Bravo !!! Un grand Bravo pour toutes et tous les admi(e)s aux examens de fin d'année scolaire et universitaire !!!
Inchallah, que du succès pour votre avenir...
******
15ème idée Cadeau : À vous la vie nomade grâce à l'ultrabook  Aspire S3-951, le plus mobile et le plus réactif des PC Portables Acer. Cette merveille technologique extraplate aux formes ultra-aérodynamiques vous permettra de vivre l'informatique mobile comme vous l'aimez !
****** Disponible chez MyTEK au prix de 1999 DT.",photo
533,Timeline Photos,19,Nous recrutons un développeur Web,photo
534,Timeline Photos,19,Visitez notre site web,photo
535,Timeline Photos,18,"Smart Watch V9 Bluetooth à 69dt au lieu de 83dt
http://www.mytek.tn/smart-watch/5625-smart-watch-v9-bluetooth-tunsie.html",photo
536,Timeline Photos,18,"En exclusivité chez mytek...
Pour 1 dinars de plus profitez de 2 ans de garantie sur votre smartphone
http://www.mytek.tn/
Livraison expresse assurée sur toute la Tunisie Tél : 22232232",photo
537,Timeline Photos,18,"PC Portable DELL Inspiron 3542  à 499 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
538,Timeline Photos,18,"PC Portable Asus T100TAF-BING-DK001B 10.1"" disponible chez Mytek à 499 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
539,Timeline Photos,18,"PC LENOVO G5030 Intel Quad-Core N3540/ 4Go/ 500Go/ 15.6'' HD LED à 549 TTC + Bons d'Achat 50DT !!! Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
540,MyTEK's cover photo,18,,photo
541,Profitez de notre offre,18,Le Pack imbattable chez Mytek : PC portable HP + tablette ACER offerte,offer
542,970 TTC de réduction,18,C'est officiel : ASUS ZENBOOK UX302 LA de qualité pour un prix exceptionnel !,offer
543,40 dt de réduction,18,Du jamais vu! La Tablette Acer B1-720 est en promotion à 149DT seulement au lieu de 189DT,offer
544,Timeline Photos,18,"Le Smartphone #Acer #liquid #E3 #Duo #Plus Double SIM à processeur Quad Core 1Ghz,RAM 2Go de qualité pour un prix exceptionnel ! seulement 499 dinars",photo
545,Spécial fin d'année,18,Venez profiter de l'offre HP PRO 3500  2Go 500Go + Imprimante Jet D'encre 1015 à 699DT,offer
546,Timeline Photos,18,"Optez pour la technologie #HP #Pavilion 11-n000nf x360 à processeur Intel Celeron Dual Core, RAM 4 Go et un écran 11"" HD Tactile à seulement 979 dinars",photo
547,Timeline Photos,18,"Tablette AIKUN 7"" Dual Core 8Go & Double caméra à seulement 99 TTC
www.mytek.tn",photo
548,Timeline Photos,18,"Tablette Point Of View ONYX P527S 3G Double SIM à 239 TTC au lieu de 269 TTC !!
www.mytek.tn",photo
549,Timeline Photos,18,"Les offres de l'année chez MyTEK commencent !!
www.mytek.tn",photo
550,Timeline Photos,18,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
551,Timeline Photos,18,"Profitez des Promos Exceptionnelles et Vivez la joie de Réussite avec MyTEK !!!
Tablette HP Slate 7 2801 à 319TTC !!! 
Disponible dans tous nos magasins MyTEK : CHARGUIA - TUNIS - ARIANA - SOUSSE
www.mytek.tn",photo
552,Timeline Photos,18,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
PC Portable DELL Inspiron N5720-i3 à 1119TTC au lieu de 1229TTC !!!!
www.mytek.tn",photo
553,Timeline Photos,18,"Profitez !!
www.mytek.tn",photo
554,Timeline Photos,18,::::: Vivez une expérience de jeu en 3D incomparable avec le nouveau ASUS ROG G74 disponible en exclusivité chez Mytek au prix PROMO de 3199 DT...,photo
555,Timeline Photos,18,"::::: MyTEK vous offre des solutions mémoire complètes incluant des modules DRAM, des disques flash USB, des cartes mémoire, des disques SSD et des disques durs portables de marque ADATA...
*** Que des produits nouveaux pour bien fêter la rentrée !",photo
556,MyTEK,18,":::::::::: Produit de la semaine :::::::::: Stock Limité  :::::::::: Temps Limité ::::::::::

Offrez-vous un PC portable moderne et performant pour un prix abordable en faisant l'achat du ACER Aspire 5750G Basé sur un processeur Intel iCore 5, cet ordinateur portable met l'accent sur la mémoire généreuse 8Go DDR3, le graphisme fluide ainsi que la performance et l'autonomie de la batterie. Avec lui, travaillez confortablement et profitez agréablement des loisirs multimédias !

:::::::: Disponible chez MyTEk au prix réduit de 999 DT !!!!",photo
557,MyTEK,18,"::::::: Une sélection de PCs portables ACER... La prouesse de la technologie à votre portée et aux meilleurs prix.

::::: Ceci n'est qu'une bouffée d'air issue d'un Catalogue frais de MyTEK pour cet été 2012. Pour le feuilleter, prière visiter notre site ou suivre ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html",photo
558,Catalogue Juillet-Août 2012...,18,"::::::::::   Tout pour bien commencer les vacances !   ::::::::::

Une sélection de tablettes tactiles Android... Ce n'est rien qu'un aperçu d'un vaste choix de promos et de bonnes affaires présents sur notre nouveau catalogue Eté 2012.
On vous invite à feuilleter notre catalogue présent sur ce lien : http://www.mytek.tn/catalogue-juillet-2012/catalogue.html

:::::::::  MyTEk, votre fournisseur de plaisir High Tech !!!  :::::::::",photo
559,Timeline Photos,17,"Profitez de super promo chez myTEK :
Pc Portable VEGA BOOK Quad-Core  2Go de RAM et  32Go Disque Dur+ Windows10+sacoche+souris à 359 dt seulement !
http://www.mytek.tn/pc-portable/10024-pc-portable-vega-book-quad-core-2go-32gb-me-.html",photo
560,Timeline Photos,17,"Profitez ! ASUS X550JX LIGHT GAMING , à 1555 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
561,Timeline Photos,17,"Profitez ! PC Portable LENOVO Y5070, à 1925 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
562,Timeline Photos,17,"Livraison GRATUITE en Tunisie 
PC Portables, Tablettes, Imprimantes & Accessoires
www.mytek.tn",photo
563,Timeline Photos,17,"C 'parti...chez Mytek !! 15 jours de folie à petit prix !! Du 1er jusqu'au 15 Octobre 2013.
www.mytek.tn",photo
564,Timeline Photos,17,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
565,Timeline Photos,17,"Prolongation des Promos jusqu'au 10/07 !!!
Profitez des offres spécial Réussite !!!
Tablette HP Slate 7 2801 à 319TTC !!! 
Disponible dans tous nos magasins MyTEK : CHARGUIA-TUNIS- ARIANA-SOUSSE
www.mytek.tn",photo
566,Timeline Photos,17,"Prolongation des Promos jusqu'au 10/07 !!!
Profitez des offres spécial Réussite !!!
Pc Portable Packard Bell EasyNote TE B960 + Sacoche + Flash 16Go offerts à 689TTC !!! 
Disponible dans tous nos magasins MyTEK : CHARGUIA-TUNIS- ARIANA-SOUSSE
www.mytek.tn",photo
567,Timeline Photos,17,"Profitez des meilleurs prix chez MyTEK !!!
Disponible dans nos magasins MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
www.mytek.tn",photo
568,Timeline Photos,17,"Bonjour et Bon début de semaine à Toutes & à Tous :)
www.mytek.tn",photo
569,Timeline Photos,17,"Plus fin !! Plus léger !! Plus rapide !!
Découvrez notre gamme d'iPad en suivant ce lien : http://www.mytek.tn/24-tablette-pc#/fabricant-apple
Disponible actuellement dans nos magasins MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
www.mytek.tn",photo
570,Timeline Photos,17,"PROMO PROMO PROMO chez Mytek !!!
Découvrez nos Ventes Flash dans tous nos magasins Mytek : CHARGUIA-ARIANA-TUNIS-SOUSSE

::::Ecran LG LED 20"" seulement pour 179DT au lieu de 199DT !!!::::
:::::::::::::::Profitez !! Stock limité !!::::::::::::::::",photo
571,Timeline Photos,17,"Vous cherchez un produit abordable, facile à utiliser et élégant ?
Profitez de la Promo IPAD 3 Wifi + 4G 16Go à seulement 1099 DT au lieu de 1169 DT !!! et bénéficiez d'1 mois Internet offert !!!
www.mytek.tn",photo
572,MyTEK,17,,photo
573,Timeline Photos,17,":::::::::::: Imprimantes multifonctions ::::::::::::

L'achat d'une imprimante multifonction avec scanner et/ou FAX représente le choix le plus économique pour gérer la création de documents. MyTEK vous propose une sélection d'imprimantes multifonctions aux connectiques de vos besoins :USB, WiFi, LAN,... parmi les marques HP et EPSON. Pour des impressions ponctuelles, orientez-vous vers une imprimante multifonction jet d'encre. Préférez une imprimante multifonction laser pour une utilisation plus intensive.",photo
574,MyTEK,17,"::::::: Catalogue MyTEK Juillet-Août 2012 :::::::

Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien :http://www.mytek.tn/catalogue_juillet-aout_2012/index.html",photo
575,Timeline Photos,17,"***** PC portable HP polyvalent, performant et pas cher *****

Faites l'achat d'un ordinateur portable efficace, élégant et pas cher : choisissez le PC portable HP 630s ! Grâce à ses composants performants (i3, 4Go, 500Go,...), cet ordinateur portable HP répondra efficacement à tous vos besoins du quotidien, qu'il s'agisse d'applications de bureautique ou de loisirs multimédias.
*********Disponible chez MyTEK au prix de 749 DT !",photo
576,Timeline Photos,17,"*** Savourez la Coupe d'Europe 2012 avec MyTEK !!! ***
Payez 133 DT * 6  Ou 749 DT au comptant et partez avec un TV LG LCD 32"" !!!

Vous pouvez aussi vous bénéficier de la modalité 3 fois sans frais !
**************Profitez-en alors !!!

**** Pour plus d'informations sur cette offre, prière visitez notre site ou suivre ce lien : http://www.mytek.tn/tv-lcd/785-tv-lcd-lg-32-hd.html",photo
577,Timeline Photos,17,"Payez en 3 fois sans frais !!!

www.mytek.tn",photo
578,Timeline Photos,16,"Le nouveau #PC #Gamer HP Omen® chez MyTEK à 2199DT au lieu de 2399DT pour les 10 premiers clients 
http://www.mytek.tn/pc-gamer-/9647-pc-portable-hp-omen-15-ax201nk-i7-7e-gen-12go-1to-128go-ssd.html",photo
579,Timeline Photos,16,"Les Jours Anniversaires Mytek Commencent....Profitez ...PC Portable Dell Inspiron 3542 à 429 TTC seulement !! Pleins de cadeaux et de remises Exceptionnelles !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
580,Timeline Photos,16,"PC Portable LENOVO Z5070 à 999 TTC  au lieu de 1199 TTC !! Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
581,15% de Réduction,16,Récepteur StarSat SR-2000HD HYPER avec abonnement 15 mois SHARING & 6 mois IPTV à 135 TTC,offer
582,Timeline Photos,16,"Les meilleures offres sont toujours chez Mytek ! une variété de petit electro cuisine avec des prix imbattables et garantie 4 ans !!!
www.mytek.tn",photo
583,Réduction 80 DT !!,16,Tablette Samsung Galaxy Tab 3 7'' à 259 TTC au lieu de 339 TTC !!! www.mytek.tn,offer
584,Timeline Photos,16,"Vivez la fête du printemps avec Mytek ! HP Pavilion X2 à 669 TTC avec office 365 !!
www.mytek.tn",photo
585,Timeline Photos,16,"Vivez la fête du printemps avec Mytek ! ASUS X550JK LIGHT GAMING pour 1599 TTC avec la possibilité de paiement sur 12 fois sans intérêt !!
www.mytek.tn",photo
586,Timeline Photos,16,Vivez la fête du printemps avec Mytek ! Imprimante HP 1015 + cartouche offert à 59 TTC seulement !!,photo
587,Timeline Photos,16,"Imprimante HP 1516, 3en1 + cartouche noir offerte à 79.900 DT au lieu de 99.900 dt !!",photo
588,Timeline Photos,16,"Les meilleurs prix chez Mytek : le #smartphone #HTC #Desire 310 D Quad-Core à  369DT seulement .
Plus que 1500 articles en stock !!!!",photo
589,Timeline Photos,16,"Petit prix mais grand style ! profitez de la Tablette Aikun 7"" 8Go Wifi à 95DT seulement",photo
590,Offre Asus,16,Venez Vite profiter de l'Asus X553MA-BING-4Go-500Go avec Windows 8.1 à 549DT seulement,offer
591,Offre fin d'année,16,Le Nokia XL est en promotion chez Mytek à 349DT seulement avec son Tempered glass Offert,offer
592,20% de réduction,16,"Profitez d'une promotion limitée sur L'acer Iconia B1-730 7"" HD à 189DT au lieu de 229DT",offer
593,260 Dinars de réduction,16,Payez 339 Dinars et partez avec une tablette Asus haut de gamme + son stylet,offer
594,Timeline Photos,16,"Nouvelle Tablette HP Slate 7 HD 3403ef 3G à 429 TTC
www.mytek.tn",photo
595,Timeline Photos,16,"Tablette KID'S Point Of View 8Go + Micro Casque offert à 179 TTC !!
www.mytek.tn",photo
596,MyTEK's cover photo,16,,photo
597,Timeline Photos,16,"PC Portable ASUS K56CB-X0129-I7 à 1389 TTC !!!
www.mytek.tn",photo
598,Timeline Photos,16,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
::::::PACKARD BELL EasyNote TV B960 à 749 TTC::::::
www.mytek.tn",photo
599,Timeline Photos,16,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette HP Slate 7 2801 à 319TTC !!!
www.mytek.tn",photo
600,Timeline Photos,16,"Les horaires d'été pour nos magasins Mytek : CHARGUIA-TUNIS-ARIANA-SOUSSE
www.mytek.tn",photo
601,Timeline Photos,16,"Profitez des meilleures offres seulement chez MyTEK : CHARGUIA-TUNIS-ARIANA-SOUSSE
Tablette ARNOVA 7 G2 4GB à seulement 149 TTC !!!!
www.mytek.tn",photo
602,Timeline Photos,16,"Découvrez le nouvel Acer Aspire V3-571-i7 à 1599 DT !!!
Profitez des PROMO chez MYTEK seulement dans nos magasins :
CHARGUIA-ARIANA-TUNIS-SOUSSE
www.mytek.tn",photo
603,Timeline Photos,16,"::::: MyTEK vous offre des solutions mémoire complètes incluant des modules DRAM, des disques flash USB, des cartes mémoire, des disques SSD et des disques durs portables de marque ADATA...
*** Que des produits nouveaux pour bien fêter la rentrée !",photo
604,Timeline Photos,16,"::::: Exécutez vos tâches informatiques quotidiennes pratiquement n’importe où grâce au solide DELL Inspiron N5050... Un Style simplifié, puissant & économique.",photo
605,MyTEK,16,":::::::::: Produit de la semaine :::::::::: Stock Limité :::::::::: Temps Limité ::::::::::

Offrez-vous un PC portable moderne et performant pour un prix abordable en faisant l'achat du ACER Aspire 5750G Basé sur un processeur Intel iCore 5, cet ordinateur portable met l'accent sur la mémoire généreuse 8Go DDR3, le graphisme fluide ainsi que la performance et l'autonomie de la batterie. Avec lui, travaillez confortablement et profitez agréablement des loisirs multimédias !

:::::::: Disponible chez MyTEk au prix réduit de 999 DT !!!!",photo
606,iPad 3 MyTEK.tn,16,":::::::::: Nouvel iPad : Enfin disponible chez MyTEK !

Voici venir l'iPad 3, ou plutôt le « nouvel iPad », comme le nomme Apple. La troisième génération de tablette de la firme reçoit un écran haute définition, un processeur graphique plus performant...

http://www.youtube.com/watch?v=KkawNQ9M5vw",video
607,MyTEK,16,"Disponible à un prix très avantageux, l'ordinateur portable HP Compaq HP CQ 57-465SK est un modèle survitaminé au niveau des performances et de la mobilité. Ce modèle intégré en effet un processeur Intel iCore, 4096 Mo de mémoire DDR3 et permet une excellente connectique filiaire et non filiaire. De plus, malgré ses dimensions minimes et son poids de seulement 2,5 kg, cet ordinateur portable possède un écran large de 15.6"" pour un affichage confortable mais également un graveur DVD Super Multi.

:::::::::::::: Disponible chez MyTEK au prix réduit de 699 DT !",photo
608,MyTEK,16,"::::::::: Lenovo...New World, NewThinking ! :::::::::
Les PCs portables Lenovo vous aident à en faire plus en moins de temps. Débordant de fonctions pour accroître la productivité, ces PCs portables sont parfaits pour le multitâche et permettent d'exploiter davantage d'applications simultanément.

::::::: Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!

::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue_juillet-aout_2012/index.html",photo
609,Catalogue Juillet-Août 2012...,16,":::::::  Catalogue MyTEK Juillet-Août 2012  :::::::  Faites le plein de bonnes affaires et profitez des meilleures promotions en consultant notre nouveau catalogue été 2012 (Juillet-Août), où un vaste choix de produits aux meilleurs prix vous attend. !!!  ::::: Prière consulter notre site ou suivre ce lien : http://www.mytek.tn/catalogue_juillet-aout_2012/index.html",photo
